set	db	genome_id	true_completeness	true_contamination	dominant_accession	dominant_phylum	ref_index	replicate	gunc_css	gunc_pass	gunc_fail	gunc_scored	n_effective_surplus_clades	taxonomic_level	n_genes_called	n_genes_mapped	proportion_genes_retained_in_major_clades	genes_retained_index	contamination_portion	mean_hit_identity	reference_representation_score	css_forcibly_zeroed	gunc_warn_rrs_lt_0.3	rrs_lt_0.5	powered	power_stratum	magicc_v5_pred_contamination	magicc_v5_pred_completeness	checkm2_pred_contamination	checkm2_pred_completeness
set_C_clean	progenomes_2.1	genome_411	73.222739	33.053754	GB_GCA_021815445.1	Patescibacteriota	41.0	1.0	1.0	False	True	True	1.0	genus	1357	1211	0.75	0.67	0.48	0.8	0.54	False	False	False	True	powered	31.496244	70.62053	8.55	72.57
set_C_clean	progenomes_2.1	genome_412	100.0	47.637126	GB_GCA_021815445.1	Patescibacteriota	41.0	2.0	0.89	False	True	True	1.6	family	1801	1605	0.76	0.68	0.48	0.77	0.52	False	False	False	True	powered	38.84339	99.5878	5.97	88.72
set_C_clean	progenomes_2.1	genome_413	100.0	11.347301	GB_GCA_021815445.1	Patescibacteriota	41.0	3.0	0.48	False	True	True	0.71	order	1331	1156	0.73	0.64	0.25	0.66	0.42	False	False	True	False	weak	8.481693	99.667595	1.41	95.12
set_C_clean	progenomes_2.1	genome_414	100.0	63.473765	GB_GCA_021815445.1	Patescibacteriota	41.0	4.0	1.0	False	True	True	2.06	genus	1960	1769	0.74	0.67	0.52	0.78	0.52	False	False	False	True	powered	62.52457	98.52457	6.71	88.34
set_C_clean	progenomes_2.1	genome_415	100.0	22.785487	GB_GCA_021815445.1	Patescibacteriota	41.0	5.0	0.68	False	True	True	1.01	family	1514	1339	0.74	0.65	0.36	0.71	0.47	False	False	True	False	weak	14.398682	99.74167	6.25	92.63
set_C_clean	progenomes_2.1	genome_416	52.305219	9.63977	GB_GCA_021815445.1	Patescibacteriota	41.0	6.0	0.64	False	True	True	1.08	order	758	669	0.74	0.65	0.33	0.69	0.45	False	False	True	False	weak	10.287574	53.745472	2.32	71.75
set_C_clean	progenomes_2.1	genome_417	100.0	36.374126	GB_GCA_021815445.1	Patescibacteriota	41.0	7.0	0.84	False	True	True	1.04	order	1652	1453	0.74	0.65	0.41	0.73	0.48	False	False	True	False	weak	37.626144	99.60298	2.13	91.21
set_C_clean	progenomes_2.1	genome_418	64.025575	55.202892	GB_GCA_021815445.1	Patescibacteriota	41.0	8.0	1.0	False	True	True	0.81	class	1496	1374	0.78	0.71	0.34	0.83	0.59	False	False	False	True	powered	55.1406	62.874794	11.05	73.72
set_C_clean	progenomes_2.1	genome_419	69.478398	33.454883	GB_GCA_021815445.1	Patescibacteriota	41.0	9.0	0.85	False	True	True	1.12	class	1379	1252	0.78	0.7	0.48	0.8	0.56	False	False	False	True	powered	20.98741	79.24994	9.94	76.78
set_C_clean	progenomes_2.1	genome_420	65.20217	14.801479	GB_GCA_021833765.1	Patescibacteriota	42.0	0.0	0.71	False	True	True	0.89	family	738	688	0.84	0.79	0.32	0.7	0.55	False	False	False	True	powered	11.535608	55.83812	0.23	54.85
set_C_clean	progenomes_2.1	genome_421	66.75953	62.755667	GB_GCA_021833765.1	Patescibacteriota	42.0	1.0	0.83	False	True	True	1.13	class	1222	1144	0.9	0.84	0.45	0.69	0.58	False	False	False	True	powered	49.901497	65.876396	2.43	65.69
set_C_clean	progenomes_2.1	genome_422	87.294609	82.289413	GB_GCA_021833765.1	Patescibacteriota	42.0	2.0	0.87	False	True	True	2.02	family	1573	1484	0.87	0.82	0.57	0.71	0.58	False	False	False	True	powered	51.183914	90.26871	20.3	89.84
set_C_clean	progenomes_2.1	genome_423	100.0	75.649687	GB_GCA_021833765.1	Patescibacteriota	42.0	3.0	0.84	False	True	True	1.68	family	1571	1490	0.87	0.82	0.52	0.77	0.64	False	False	False	True	powered	51.884426	93.072655	8.3	87.27
set_C_clean	progenomes_2.1	genome_424	100.0	67.048187	GB_GCA_021833765.1	Patescibacteriota	42.0	4.0	0.87	False	True	True	2.01	family	1525	1436	0.88	0.83	0.52	0.78	0.65	False	False	False	True	powered	52.285202	93.77493	6.71	90.03
set_C_clean	progenomes_2.1	genome_425	100.0	32.670916	GB_GCA_021833765.1	Patescibacteriota	42.0	5.0	0.72	False	True	True	1.09	order	1209	1134	0.86	0.8	0.37	0.71	0.57	False	False	False	True	powered	22.778189	94.20738	0.99	92.81
set_C_clean	progenomes_2.1	genome_426	100.0	69.089018	GB_GCA_021833765.1	Patescibacteriota	42.0	6.0	0.86	False	True	True	2.0	family	1548	1470	0.88	0.84	0.53	0.79	0.67	False	False	False	True	powered	45.442924	90.11006	9.63	92.6
set_C_clean	progenomes_2.1	genome_427	73.706472	32.372718	GB_GCA_021833765.1	Patescibacteriota	42.0	7.0	0.75	False	True	True	1.17	class	958	910	0.88	0.84	0.43	0.74	0.62	False	False	False	True	powered	18.923658	72.7063	7.84	81.3
set_C_clean	progenomes_2.1	genome_428	100.0	42.507253	GB_GCA_021833765.1	Patescibacteriota	42.0	8.0	0.79	False	True	True	1.49	family	1330	1236	0.83	0.77	0.4	0.72	0.55	False	False	False	True	powered	28.188377	83.75647	6.23	91.24
set_C_clean	progenomes_2.1	genome_429	60.48993	58.703573	GB_GCA_021833765.1	Patescibacteriota	42.0	9.0	0.88	False	True	True	2.1	order	1094	1046	0.9	0.86	0.57	0.77	0.66	False	False	False	True	powered	42.291977	56.29852	6.72	75.04
set_C_clean	progenomes_2.1	genome_430	77.22523	43.696625	GB_GCA_022763365.1	Patescibacteriota	43.0	0.0	0.47	False	True	True	2.29	genus	933	765	0.6	0.49	0.53	0.7	0.34	False	False	True	False	weak	55.579758	63.20894	1.62	79.73
set_C_clean	progenomes_2.1	genome_431	73.877418	40.29452	GB_GCA_022763365.1	Patescibacteriota	43.0	1.0	0.77	False	True	True	0.4	kingdom	945	783	1.0	0.83	0.17	0.57	0.48	False	False	True	False	weak	46.000923	58.817955	4.73	82.65
set_C_clean	progenomes_2.1	genome_432	100.0	71.223614	GB_GCA_022763365.1	Patescibacteriota	43.0	2.0	0.78	False	True	True	3.7	genus	1355	1158	0.6	0.51	0.66	0.77	0.39	False	False	True	False	weak	78.085815	84.83732	5.29	92.35
set_C_clean	progenomes_2.1	genome_433	100.0	0.205238	GB_GCA_022763365.1	Patescibacteriota	43.0	3.0	0.0	True	False	True	0.0	kingdom	836	653	0.99	0.78	0.0	0.5	0.39	False	False	True	False	weak	17.076319	72.380775	0.42	98.43
set_C_clean	progenomes_2.1	genome_434	80.117583	44.233261	GB_GCA_022763365.1	Patescibacteriota	43.0	4.0	0.66	False	True	True	6.41	genus	995	830	0.59	0.49	0.76	0.73	0.36	False	False	True	False	weak	57.05955	63.196957	2.72	79.3
set_C_clean	progenomes_2.1	genome_435	100.0	72.624218	GB_GCA_022763365.1	Patescibacteriota	43.0	5.0	0.69	False	True	True	3.8	genus	1400	1207	0.63	0.54	0.69	0.77	0.42	False	False	True	False	weak	65.377304	69.475815	7.88	88.7
set_C_clean	progenomes_2.1	genome_436	82.753814	24.667291	GB_GCA_022763365.1	Patescibacteriota	43.0	6.0	0.44	True	False	True	2.82	genus	872	721	0.58	0.48	0.6	0.7	0.34	False	False	True	False	weak	44.7811	63.976887	3.86	76.87
set_C_clean	progenomes_2.1	genome_437	76.519157	0.836166	GB_GCA_022763365.1	Patescibacteriota	43.0	7.0	0.1	True	False	True	5.58	phylum	696	542	0.79	0.61	0.7	0.53	0.32	False	False	True	False	weak	9.658968	59.125134	0.7	78.09
set_C_clean	progenomes_2.1	genome_438	100.0	2.5064	GB_GCA_022763365.1	Patescibacteriota	43.0	8.0	0.03	True	False	True	5.86	class	852	669	0.72	0.57	0.7	0.52	0.29	False	True	True	False	weak	20.08117	71.25983	0.37	97.57
set_C_clean	progenomes_2.1	genome_439	73.057514	32.796435	GB_GCA_022763365.1	Patescibacteriota	43.0	9.0	0.45	False	True	True	2.46	genus	810	672	0.59	0.49	0.55	0.73	0.36	False	False	True	False	weak	47.448982	55.812775	2.2	67.07
set_C_clean	progenomes_2.1	genome_440	100.0	43.409391	GB_GCA_023245035.1	Patescibacteriota	44.0	0.0	0.43	True	False	True	2.52	order	995	885	0.79	0.7	0.6	0.73	0.51	False	False	False	True	powered	41.306816	81.07056	2.76	88.14
set_C_clean	progenomes_2.1	genome_441	100.0	7.707447	GB_GCA_023245035.1	Patescibacteriota	44.0	1.0	0.21	True	False	True	3.06	family	760	659	0.77	0.66	0.54	0.6	0.4	False	False	True	False	weak	9.150669	86.45096	0.21	96.07
set_C_clean	progenomes_2.1	genome_442	100.0	90.944469	GB_GCA_023245035.1	Patescibacteriota	44.0	2.0	0.64	False	True	True	4.45	order	1287	1143	0.77	0.68	0.73	0.64	0.43	False	False	True	False	weak	65.25493	99.673164	6.06	83.84
set_C_clean	progenomes_2.1	genome_443	89.151494	70.219093	GB_GCA_023245035.1	Patescibacteriota	44.0	3.0	0.76	False	True	True	2.82	family	1195	1070	0.78	0.7	0.69	0.79	0.55	False	False	False	True	powered	64.84574	81.71181	1.86	78.86
set_C_clean	progenomes_2.1	genome_444	61.724391	61.724391	GB_GCA_023245035.1	Patescibacteriota	44.0	4.0	0.65	False	True	True	2.73	order	894	810	0.84	0.77	0.55	0.82	0.63	False	False	False	True	powered	44.3466	57.985016	1.29	56.44
set_C_clean	progenomes_2.1	genome_445	78.551065	62.068291	GB_GCA_023245035.1	Patescibacteriota	44.0	5.0	0.6	False	True	True	4.27	order	966	865	0.79	0.7	0.72	0.69	0.49	False	False	True	False	weak	40.555008	80.186935	4.6	72.52
set_C_clean	progenomes_2.1	genome_446	100.0	10.492314	GB_GCA_023245035.1	Patescibacteriota	44.0	6.0	0.19	True	False	True	2.99	class	764	659	0.77	0.66	0.54	0.6	0.4	False	False	True	False	weak	12.661329	88.34328	0.28	95.88
set_C_clean	progenomes_2.1	genome_447	100.0	82.917706	GB_GCA_023245035.1	Patescibacteriota	44.0	7.0	0.52	False	True	True	1.22	class	1335	1223	0.81	0.75	0.38	0.81	0.61	False	False	False	True	powered	60.938763	96.61897	18.17	91.84
set_C_clean	progenomes_2.1	genome_448	90.266865	58.775256	GB_GCA_023245035.1	Patescibacteriota	44.0	8.0	0.4	True	False	True	2.59	phylum	988	859	0.8	0.69	0.58	0.53	0.37	False	False	True	False	weak	47.483864	77.05483	8.03	81.74
set_C_clean	progenomes_2.1	genome_449	57.970401	57.970401	GB_GCA_023245035.1	Patescibacteriota	44.0	9.0	0.52	False	True	True	1.47	class	786	695	0.83	0.74	0.43	0.61	0.45	False	False	True	False	weak	30.38941	56.308186	6.05	57.99
set_C_clean	progenomes_2.1	genome_450	100.0	56.498513	GB_GCA_023267755.1	Patescibacteriota	45.0	0.0	0.69	False	True	True	1.45	phylum	940	863	0.87	0.8	0.51	0.76	0.61	False	False	False	True	powered	51.92463	80.08044	11.52	91.27
set_C_clean	progenomes_2.1	genome_451	100.0	6.671522	GB_GCA_023267755.1	Patescibacteriota	45.0	1.0	0.24	True	False	True	0.67	order	657	593	0.83	0.75	0.25	0.75	0.56	False	False	False	True	powered	13.785282	76.745285	0.18	94.69
set_C_clean	progenomes_2.1	genome_452	57.353019	57.353019	GB_GCA_023267755.1	Patescibacteriota	45.0	2.0	1.0	False	True	True	1.0	kingdom	790	746	1.0	0.94	0.48	0.86	0.81	False	False	False	True	powered	42.614044	55.643433	3.19	78.11
set_C_clean	progenomes_2.1	genome_453	56.121475	56.121475	GB_GCA_023267755.1	Patescibacteriota	45.0	3.0	0.8	False	True	True	1.94	order	667	625	0.89	0.84	0.59	0.86	0.72	False	False	False	True	powered	39.591835	52.74954	1.46	57.11
set_C_clean	progenomes_2.1	genome_454	89.983633	81.329232	GB_GCA_023267755.1	Patescibacteriota	45.0	4.0	0.82	False	True	True	2.95	order	1037	967	0.9	0.84	0.61	0.82	0.69	False	False	False	True	powered	66.45447	75.87578	4.4	82.55
set_C_clean	progenomes_2.1	genome_455	100.0	34.034739	GB_GCA_023267755.1	Patescibacteriota	45.0	5.0	0.63	False	True	True	1.3	order	815	747	0.86	0.79	0.42	0.8	0.63	False	False	False	True	powered	32.699085	79.27763	6.42	91.97
set_C_clean	progenomes_2.1	genome_456	66.615309	66.615309	GB_GCA_023267755.1	Patescibacteriota	45.0	6.0	0.79	False	True	True	1.98	family	842	787	0.9	0.84	0.56	0.87	0.73	False	False	False	True	powered	49.556355	57.297493	8.81	68.77
set_C_clean	progenomes_2.1	genome_457	61.491701	3.836879	GB_GCA_023267755.1	Patescibacteriota	45.0	7.0	0.33	True	False	True	0.77	class	406	371	0.82	0.75	0.27	0.73	0.55	False	False	False	True	powered	6.2141776	52.23177	0.06	58.82
set_C_clean	progenomes_2.1	genome_458	100.0	44.83089	GB_GCA_023267755.1	Patescibacteriota	45.0	8.0	0.66	False	True	True	1.44	class	917	845	0.88	0.81	0.5	0.83	0.67	False	False	False	True	powered	37.86707	81.51192	5.89	89.62
set_C_clean	progenomes_2.1	genome_459	100.0	91.943547	GB_GCA_023267755.1	Patescibacteriota	45.0	9.0	0.74	False	True	True	1.35	order	1130	1059	0.88	0.82	0.49	0.84	0.69	False	False	False	True	powered	54.10525	98.309845	4.36	88.76
set_C_clean	progenomes_2.1	genome_460	77.01868	39.379915	GB_GCA_025999275.1	Patescibacteriota	46.0	0.0	0.83	False	True	True	1.0	class	885	815	0.87	0.8	0.4	0.71	0.57	False	False	False	True	powered	29.24953	79.506966	1.43	54.68
set_C_clean	progenomes_2.1	genome_461	100.0	29.737994	GB_GCA_025999275.1	Patescibacteriota	46.0	1.0	0.83	False	True	True	0.88	order	1009	941	0.85	0.8	0.31	0.7	0.56	False	False	False	True	powered	30.523672	99.838165	2.21	88.97
set_C_clean	progenomes_2.1	genome_462	73.322093	38.718601	GB_GCA_025999275.1	Patescibacteriota	46.0	2.0	0.88	False	True	True	1.02	order	866	807	0.86	0.8	0.41	0.73	0.59	False	False	False	True	powered	37.645954	73.938675	1.64	64.99
set_C_clean	progenomes_2.1	genome_463	79.514799	76.976561	GB_GCA_025999275.1	Patescibacteriota	46.0	3.0	0.88	False	True	True	1.09	genus	1164	1088	0.84	0.78	0.49	0.71	0.55	False	False	False	True	powered	56.9618	97.48195	3.12	56.69
set_C_clean	progenomes_2.1	genome_464	100.0	16.111521	GB_GCA_025999275.1	Patescibacteriota	46.0	4.0	0.75	False	True	True	0.61	class	926	854	0.84	0.78	0.23	0.66	0.51	False	False	False	True	powered	17.700064	99.475204	5.64	97.02
set_C_clean	progenomes_2.1	genome_465	100.0	78.302497	GB_GCA_025999275.1	Patescibacteriota	46.0	5.0	0.92	False	True	True	1.94	order	1357	1285	0.89	0.84	0.51	0.78	0.66	False	False	False	True	powered	60.086346	99.25183	7.03	87.41
set_C_clean	progenomes_2.1	genome_466	68.053979	66.64215	GB_GCA_025999275.1	Patescibacteriota	46.0	6.0	0.9	False	True	True	1.12	phylum	1029	919	0.9	0.8	0.49	0.6	0.49	False	False	True	False	weak	54.545357	70.809425	6.23	75.63
set_C_clean	progenomes_2.1	genome_467	100.0	63.352378	GB_GCA_025999275.1	Patescibacteriota	46.0	7.0	0.85	False	True	True	1.05	order	1232	1134	0.85	0.78	0.42	0.64	0.5	False	False	False	True	powered	61.782967	97.87659	0.46	83.87
set_C_clean	progenomes_2.1	genome_468	84.659863	46.13977	GB_GCA_025999275.1	Patescibacteriota	46.0	8.0	0.88	False	True	True	1.26	order	1054	989	0.88	0.83	0.44	0.75	0.62	False	False	False	True	powered	47.463726	79.93413	2.57	77.78
set_C_clean	progenomes_2.1	genome_469	64.978368	15.754206	GB_GCA_025999275.1	Patescibacteriota	46.0	9.0	0.71	False	True	True	0.79	order	630	599	0.87	0.83	0.29	0.66	0.55	False	False	False	True	powered	17.515001	63.989677	0.06	73.71
set_C_clean	progenomes_2.1	genome_470	100.0	93.089954	GB_GCA_026396275.1	Patescibacteriota	47.0	0.0	0.76	False	True	True	2.6	class	1425	1300	0.91	0.83	0.64	0.71	0.59	False	False	False	True	powered	70.18729	91.50569	4.26	85.23
set_C_clean	progenomes_2.1	genome_471	69.273417	39.466667	GB_GCA_026396275.1	Patescibacteriota	47.0	1.0	0.7	False	True	True	2.23	order	854	794	0.88	0.82	0.55	0.74	0.61	False	False	False	True	powered	41.810314	66.043396	3.93	67.43
set_C_clean	progenomes_2.1	genome_472	100.0	48.662162	GB_GCA_026396275.1	Patescibacteriota	47.0	2.0	0.72	False	True	True	2.78	genus	1205	1110	0.89	0.82	0.56	0.76	0.63	False	False	False	True	powered	57.215904	80.001755	4.52	80.81
set_C_clean	progenomes_2.1	genome_473	84.744172	14.994605	GB_GCA_026396275.1	Patescibacteriota	47.0	3.0	0.58	False	True	True	1.48	family	798	720	0.88	0.79	0.42	0.7	0.56	False	False	False	True	powered	21.761024	73.131195	2.01	89.12
set_C_clean	progenomes_2.1	genome_474	100.0	78.645446	GB_GCA_026396275.1	Patescibacteriota	47.0	4.0	0.77	False	True	True	2.81	class	1400	1291	0.91	0.84	0.63	0.78	0.65	False	False	False	True	powered	70.64899	87.830765	10.63	80.05
set_C_clean	progenomes_2.1	genome_475	57.82988	22.402653	GB_GCA_026396275.1	Patescibacteriota	47.0	5.0	0.65	False	True	True	1.91	order	644	576	0.91	0.81	0.5	0.74	0.6	False	False	False	True	powered	31.14159	54.58269	1.35	67.42
set_C_clean	progenomes_2.1	genome_476	100.0	16.723536	GB_GCA_026396275.1	Patescibacteriota	47.0	6.0	0.43	True	False	True	1.18	phylum	905	814	0.86	0.77	0.38	0.65	0.5	False	False	False	True	powered	21.079237	88.25749	0.06	100.0
set_C_clean	progenomes_2.1	genome_477	100.0	17.145862	GB_GCA_026396275.1	Patescibacteriota	47.0	7.0	0.49	False	True	True	1.3	order	926	836	0.87	0.79	0.41	0.69	0.55	False	False	False	True	powered	25.221067	88.210724	0.07	98.23
set_C_clean	progenomes_2.1	genome_478	100.0	92.15901	GB_GCA_026396275.1	Patescibacteriota	47.0	8.0	0.98	False	True	True	0.34	kingdom	1545	1454	1.0	0.94	0.15	0.81	0.76	False	False	False	True	powered	78.75528	90.37747	6.76	85.5
set_C_clean	progenomes_2.1	genome_479	87.276152	17.136233	GB_GCA_026396275.1	Patescibacteriota	47.0	9.0	0.51	False	True	True	1.33	order	841	751	0.88	0.78	0.41	0.69	0.54	False	False	False	True	powered	26.00975	74.65689	1.33	87.61
set_C_clean	progenomes_2.1	genome_480	100.0	92.423744	GB_GCA_026396515.1	Patescibacteriota	48.0	0.0	0.91	False	True	True	1.57	genus	1710	1581	0.88	0.81	0.52	0.83	0.68	False	False	False	True	powered	70.00722	87.239365	14.92	88.8
set_C_clean	progenomes_2.1	genome_481	100.0	61.184806	GB_GCA_026396515.1	Patescibacteriota	48.0	1.0	0.85	False	True	True	1.29	order	1630	1482	0.87	0.79	0.48	0.81	0.64	False	False	False	True	powered	55.284798	79.55631	4.55	83.88
set_C_clean	progenomes_2.1	genome_482	61.135538	8.612327	GB_GCA_026396515.1	Patescibacteriota	48.0	2.0	0.6	False	True	True	0.69	genus	639	557	0.85	0.74	0.25	0.65	0.49	False	False	True	False	weak	22.045818	54.4989	1.37	75.8
set_C_clean	progenomes_2.1	genome_483	88.589763	88.208767	GB_GCA_026396515.1	Patescibacteriota	48.0	3.0	0.9	False	True	True	1.61	order	1553	1385	0.85	0.76	0.52	0.63	0.48	False	False	True	False	weak	55.353992	99.028366	11.11	80.67
set_C_clean	progenomes_2.1	genome_484	80.851007	28.109403	GB_GCA_026396515.1	Patescibacteriota	48.0	4.0	0.9	False	True	True	1.37	family	1016	893	0.83	0.73	0.39	0.74	0.54	False	False	False	True	powered	38.10889	65.74941	2.32	82.87
set_C_clean	progenomes_2.1	genome_485	100.0	77.216685	GB_GCA_026396515.1	Patescibacteriota	48.0	5.0	0.9	False	True	True	1.42	order	1569	1443	0.87	0.8	0.51	0.8	0.64	False	False	False	True	powered	71.8721	82.445816	5.94	84.44
set_C_clean	progenomes_2.1	genome_486	100.0	2.25141	GB_GCA_026396515.1	Patescibacteriota	48.0	6.0	0.06	True	False	True	0.44	phylum	887	748	0.84	0.71	0.17	0.59	0.42	False	False	True	False	weak	15.038765	82.37303	0.05	100.0
set_C_clean	progenomes_2.1	genome_487	100.0	61.584019	GB_GCA_026396515.1	Patescibacteriota	48.0	7.0	0.84	False	True	True	1.13	class	1364	1202	0.83	0.74	0.48	0.61	0.45	False	False	True	False	weak	58.10995	79.93634	12.6	94.41
set_C_clean	progenomes_2.1	genome_488	100.0	69.536511	GB_GCA_026396515.1	Patescibacteriota	48.0	8.0	0.96	False	True	True	1.0	kingdom	1557	1418	1.0	0.91	0.49	0.77	0.7	False	False	False	True	powered	64.76128	80.47328	7.67	95.56
set_C_clean	progenomes_2.1	genome_489	100.0	75.451948	GB_GCA_026396515.1	Patescibacteriota	48.0	9.0	0.91	False	True	True	1.75	genus	1578	1451	0.86	0.79	0.59	0.82	0.65	False	False	False	True	powered	65.996544	79.30716	4.2	85.08
set_C_clean	progenomes_2.1	genome_490	90.48192	44.425604	GB_GCA_026417895.1	Patescibacteriota	49.0	0.0	0.39	True	False	True	3.41	order	826	773	0.74	0.69	0.62	0.7	0.49	False	False	True	False	weak	28.74685	87.66507	0.31	92.26
set_C_clean	progenomes_2.1	genome_491	79.33082	24.441914	GB_GCA_026417895.1	Patescibacteriota	49.0	1.0	0.32	True	False	True	4.09	order	638	600	0.73	0.68	0.72	0.66	0.45	False	False	True	False	weak	15.246683	77.54009	5.35	84.77
set_C_clean	progenomes_2.1	genome_492	71.758578	33.00277	GB_GCA_026417895.1	Patescibacteriota	49.0	2.0	0.51	False	True	True	5.85	phylum	699	650	0.75	0.7	0.78	0.66	0.46	False	False	True	False	weak	17.736128	73.29448	1.11	74.63
set_C_clean	progenomes_2.1	genome_493	100.0	33.733344	GB_GCA_026417895.1	Patescibacteriota	49.0	3.0	0.39	True	False	True	3.42	phylum	873	830	0.74	0.71	0.63	0.71	0.5	False	False	False	True	powered	18.212801	99.621506	1.43	95.91
set_C_clean	progenomes_2.1	genome_494	84.450992	13.209878	GB_GCA_026417895.1	Patescibacteriota	49.0	4.0	0.34	True	False	True	4.84	order	661	612	0.69	0.64	0.76	0.61	0.39	False	False	True	False	weak	4.5850368	80.199615	1.02	73.05
set_C_clean	progenomes_2.1	genome_495	100.0	27.899215	GB_GCA_026417895.1	Patescibacteriota	49.0	5.0	0.38	True	False	True	5.36	family	794	750	0.7	0.66	0.78	0.64	0.42	False	False	True	False	weak	15.208271	99.605576	1.8	98.2
set_C_clean	progenomes_2.1	genome_496	74.723034	74.723034	GB_GCA_026417895.1	Patescibacteriota	49.0	6.0	0.9	False	True	True	0.55	kingdom	982	934	1.0	0.95	0.23	0.73	0.7	False	False	False	True	powered	56.953003	74.798965	5.66	79.15
set_C_clean	progenomes_2.1	genome_497	100.0	62.003693	GB_GCA_026417895.1	Patescibacteriota	49.0	7.0	0.45	True	False	True	2.28	class	1036	984	0.78	0.74	0.5	0.75	0.56	False	False	False	True	powered	34.334816	98.549164	4.27	88.1
set_C_clean	progenomes_2.1	genome_498	100.0	38.131251	GB_GCA_026417895.1	Patescibacteriota	49.0	8.0	0.4	True	False	True	3.25	phylum	893	849	0.75	0.71	0.61	0.71	0.5	False	False	False	True	powered	25.199934	97.65288	0.06	96.25
set_C_clean	progenomes_2.1	genome_499	81.45807	71.139868	GB_GCA_026417895.1	Patescibacteriota	49.0	9.0	0.61	False	True	True	4.49	order	934	893	0.8	0.77	0.67	0.79	0.6	False	False	False	True	powered	49.361443	81.893524	4.57	65.86
set_C_clean	progenomes_2.1	genome_500	100.0	36.266842	GB_GCA_027422835.1	Patescibacteriota	50.0	0.0	0.53	False	True	True	2.88	genus	991	894	0.82	0.74	0.68	0.74	0.55	False	False	False	True	powered	31.049633	99.54158	7.67	92.73
set_C_clean	progenomes_2.1	genome_501	70.653189	70.653189	GB_GCA_027422835.1	Patescibacteriota	50.0	1.0	0.65	False	True	True	1.56	class	1047	964	0.88	0.81	0.44	0.82	0.67	False	False	False	True	powered	60.038696	75.02777	4.39	76.48
set_C_clean	progenomes_2.1	genome_502	94.17317	41.644464	GB_GCA_027422835.1	Patescibacteriota	50.0	2.0	0.62	False	True	True	3.61	order	996	902	0.82	0.75	0.71	0.77	0.57	False	False	False	True	powered	40.14298	99.30886	6.79	86.41
set_C_clean	progenomes_2.1	genome_503	100.0	78.808863	GB_GCA_027422835.1	Patescibacteriota	50.0	3.0	0.58	False	True	True	1.89	order	1253	1158	0.86	0.79	0.51	0.82	0.65	False	False	False	True	powered	60.781002	99.74923	11.91	84.78
set_C_clean	progenomes_2.1	genome_504	57.161939	20.724768	GB_GCA_027422835.1	Patescibacteriota	50.0	4.0	0.43	True	False	True	2.39	order	586	526	0.79	0.71	0.67	0.78	0.55	False	False	False	True	powered	16.50936	56.35149	0.15	55.71
set_C_clean	progenomes_2.1	genome_505	100.0	78.205343	GB_GCA_027422835.1	Patescibacteriota	50.0	5.0	0.57	False	True	True	1.98	family	1212	1114	0.86	0.79	0.53	0.82	0.65	False	False	False	True	powered	69.88699	97.54372	0.39	76.72
set_C_clean	progenomes_2.1	genome_506	54.506308	54.506308	GB_GCA_027422835.1	Patescibacteriota	50.0	6.0	0.74	False	True	True	4.14	order	785	744	0.89	0.84	0.77	0.84	0.71	False	False	False	True	powered	51.914986	56.713406	4.83	49.86
set_C_clean	progenomes_2.1	genome_507	65.317041	65.317041	GB_GCA_027422835.1	Patescibacteriota	50.0	7.0	0.62	False	True	True	1.59	class	896	845	0.87	0.82	0.45	0.85	0.69	False	False	False	True	powered	51.74074	65.15999	3.73	75.55
set_C_clean	progenomes_2.1	genome_508	54.025208	25.477417	GB_GCA_027422835.1	Patescibacteriota	50.0	8.0	0.63	False	True	True	3.85	family	618	559	0.85	0.77	0.74	0.79	0.61	False	False	False	True	powered	26.822174	54.071487	3.65	47.96
set_C_clean	progenomes_2.1	genome_509	79.467444	73.76618	GB_GCA_027422835.1	Patescibacteriota	50.0	9.0	0.66	False	True	True	2.14	order	1084	1001	0.88	0.81	0.53	0.85	0.69	False	False	False	True	powered	47.37101	82.85168	7.34	78.88
set_C_clean	progenomes_2.1	genome_510	70.65271	58.109507	GB_GCA_028710985.1	Patescibacteriota	51.0	0.0	0.65	False	True	True	4.46	class	1229	1076	0.78	0.68	0.7	0.71	0.48	False	False	True	False	weak	53.4357	66.935165	10.25	78.29
set_C_clean	progenomes_2.1	genome_511	55.85331	55.85331	GB_GCA_028710985.1	Patescibacteriota	51.0	1.0	0.55	False	True	True	1.23	family	1117	1011	0.78	0.71	0.35	0.82	0.58	False	False	False	True	powered	43.39473	53.125175	2.66	54.49
set_C_clean	progenomes_2.1	genome_512	68.862393	57.036873	GB_GCA_028710985.1	Patescibacteriota	51.0	2.0	0.54	False	True	True	2.68	phylum	1231	1103	0.83	0.74	0.53	0.62	0.46	False	False	True	False	weak	37.844955	83.17085	7.28	76.63
set_C_clean	progenomes_2.1	genome_513	93.626026	30.922847	GB_GCA_028710985.1	Patescibacteriota	51.0	3.0	0.37	True	False	True	4.02	order	1292	1123	0.72	0.62	0.66	0.72	0.45	False	False	True	False	weak	31.851524	76.45528	11.24	90.85
set_C_clean	progenomes_2.1	genome_514	79.591363	79.591363	GB_GCA_028710985.1	Patescibacteriota	51.0	4.0	0.65	False	True	True	3.4	family	1619	1438	0.74	0.65	0.68	0.81	0.53	False	False	False	True	powered	70.63806	78.45131	10.11	80.69
