genome_name	pred_completeness	pred_contamination
genome_936	63.0073	60.4033
genome_937	85.3121	0.3911
genome_938	99.8208	80.9123
genome_939	78.5361	63.7994
genome_94	99.9287	3.4709
genome_940	99.9655	33.4366
genome_941	74.1770	50.5978
genome_942	62.3363	0.1016
genome_943	67.6958	2.3600
genome_944	85.3162	13.5524
genome_945	98.9182	52.8782
genome_946	98.9531	24.3217
genome_947	75.8968	81.9793
genome_948	72.1135	12.5195
genome_949	99.9948	40.3479
genome_95	69.3800	68.3596
genome_950	52.8046	6.4555
genome_951	68.8941	0.1151
genome_952	71.9329	0.0451
genome_953	73.0230	11.1450
genome_954	69.6130	55.3334
genome_955	54.2288	33.6488
genome_956	73.2410	0.2343
genome_957	99.9894	21.4330
genome_958	77.7393	38.5190
genome_959	85.7408	80.9230
genome_96	68.2428	0.1088
genome_960	80.9578	55.1711
genome_961	68.9302	87.3239
genome_962	99.9855	62.8611
genome_963	70.3095	61.3404
genome_964	99.8302	28.2545
genome_965	99.9273	50.0993
genome_966	84.4595	95.8789
genome_967	99.9862	0.0140
genome_968	74.0301	47.9194
genome_969	99.9567	13.2794
genome_97	55.3211	38.0634
genome_970	57.0260	44.9090
genome_971	99.6604	29.9888
genome_972	99.8433	69.9983
genome_973	82.3383	81.2724
genome_974	67.0430	45.9150
genome_975	91.7179	23.6738
genome_976	80.7042	78.0656
genome_977	53.3452	46.8101
genome_978	63.0444	34.0524
genome_979	63.8117	47.2448
genome_98	83.4257	67.9520
genome_980	99.9169	94.1519
genome_981	93.6024	90.3319
genome_982	74.1413	82.7035
genome_983	99.8836	28.3020
genome_984	80.8406	64.6800
genome_985	99.7206	72.9439
genome_986	100.0000	10.0474
genome_987	78.1564	74.6024
genome_988	99.9995	1.8961
genome_989	54.0818	27.5620
genome_99	98.0787	0.0015
genome_990	78.6603	64.9046
genome_991	90.0798	42.3330
genome_992	63.0747	0.0033
genome_993	60.0802	18.3716
genome_994	99.7513	62.3454
genome_995	59.6450	0.1468
genome_996	84.6514	52.0565
genome_997	99.9968	3.2404
genome_998	86.3117	58.2889
genome_999	93.0602	0.6647
