genome_name	pred_completeness	pred_contamination
genome_936	52.5235	48.0688
genome_937	55.1969	8.3134
genome_938	64.9869	64.3344
genome_939	57.5631	45.5844
genome_94	55.7616	22.0862
genome_940	54.4517	40.1109
genome_941	54.9729	32.9316
genome_942	50.6344	5.3458
genome_943	51.6173	7.2410
genome_944	55.3827	18.9695
genome_945	62.3874	44.7525
genome_946	58.3194	25.9486
genome_947	57.8554	54.4699
genome_948	53.4172	12.7808
genome_949	60.8806	41.2337
genome_95	53.3439	50.7868
genome_950	50.2903	5.0898
genome_951	51.8992	5.1075
genome_952	52.2930	2.2319
genome_953	53.5206	11.5200
genome_954	53.1088	38.7740
genome_955	50.6833	16.7139
genome_956	52.6436	7.6208
genome_957	61.7803	26.4509
genome_958	55.6522	24.9052
genome_959	61.2231	68.5872
genome_96	51.5540	6.9962
genome_960	56.4421	40.1134
genome_961	52.7892	71.4772
genome_962	64.5189	54.9567
genome_963	54.7774	43.6999
genome_964	61.0518	32.5105
genome_965	59.3533	40.5271
genome_966	61.9702	89.7403
genome_967	62.5967	19.2539
genome_968	56.0269	31.3452
genome_969	57.6062	24.8607
genome_97	51.1334	21.4269
genome_970	51.2916	23.1129
genome_971	57.4973	38.0370
genome_972	60.3813	52.7383
genome_973	59.4299	64.5981
genome_974	54.0486	27.7724
genome_975	54.7772	21.0613
genome_976	59.7393	52.2345
genome_977	50.6788	27.9046
genome_978	51.7382	20.4545
genome_979	56.2277	20.9986
genome_98	62.1099	45.8329
genome_980	70.7251	87.2023
genome_981	65.0890	72.2811
genome_982	56.7720	59.6258
genome_983	58.8095	37.5304
genome_984	59.5038	47.3515
genome_985	62.5529	62.8090
genome_986	58.6586	34.2601
genome_987	55.1918	36.7335
genome_988	61.0219	21.1029
genome_989	50.5567	14.3838
genome_99	59.4064	8.8398
genome_990	56.5643	45.4250
genome_991	59.6277	27.7841
genome_992	51.0754	1.1461
genome_993	51.1595	10.8037
genome_994	61.0794	45.3410
genome_995	50.8377	1.7297
genome_996	61.1407	39.8307
genome_997	59.7583	21.5808
genome_998	60.8582	44.4700
genome_999	57.7063	13.1707
