dominant_accession	arm	pair_id	checkm2_severity	ref_checkm2_completeness	ref_checkm2_contamination	checkm2_completeness_deficit	checkm2_contamination_excess	dominant_phylum	comp_bias	cont_bias	comp_mae	cont_mae	n	tool
RS_GCF_023028345.1	H_fail	pair_0156	moderate	99.99	7.04	0.0	5.04	Halobacteriota	9.958476199999998	11.492004099999999	12.4941602	16.629378100000004	10	magicc_v5
RS_GCF_023347705.1	H_pass	pair_0196	pass	99.81	0.21	0.0	0.0	Bacillota	-1.6938953000000019	2.8058138499999994	4.571163300000001	7.62258785	10	magicc_v5
RS_GCF_023376025.1	H_fail	pair_0157	mild	97.52	0.0	0.480000000000004	0.0	Actinomycetota	-2.3088539000000012	-5.5863257	6.599404900000001	7.625437099999999	10	magicc_v5
RS_GCF_023658035.1	H_fail	pair_0158	mild	100.0	2.92	0.0	0.9199999999999999	Bacillota	2.422259999999998	-3.3377890999999993	3.456157999999997	5.023131300000001	10	magicc_v5
RS_GCF_023973145.1	H_fail	pair_0159	mild	97.82	0.0	0.18000000000000682	0.0	Halobacteriota	-1.3489329999999988	-5.288151900000001	5.5611678000000015	6.8513997	10	magicc_v5
RS_GCF_024181125.1	H_pass	pair_0147	pass	99.56	1.2	0.0	0.0	Spirochaetota	3.6168158999999975	-5.899155299999999	6.256823699999996	6.458271499999998	10	magicc_v5
RS_GCF_024227995.1	H_fail	pair_0160	moderate	99.95	5.04	0.0	3.04	Halobacteriota	0.9858237000000003	-4.443334599999997	3.4471157000000003	5.387453400000001	10	magicc_v5
RS_GCF_024266185.1	H_pass	pair_0006	pass	100.0	0.23	0.0	0.0	Pseudomonadota	1.2959749999999999	-2.6967838000000004	2.110901600000001	3.2140280000000003	10	magicc_v5
RS_GCF_024722295.1	H_pass	pair_0027	pass	99.99	0.25	0.0	0.0	Spirochaetota	3.3832805	-5.684308639999999	4.6570877	7.95697904	10	magicc_v5
RS_GCF_024800505.1	H_pass	pair_0022	pass	99.99	0.12	0.0	0.0	Pseudomonadota	2.2756386999999996	-4.585690560000001	3.067543100000001	4.81194136	10	magicc_v5
RS_GCF_024925305.1	H_pass	pair_0076	pass	100.0	0.06	0.0	0.0	Actinomycetota	3.021013300000001	-2.5326080269999993	3.4520925	4.414374573000001	10	magicc_v5
RS_GCF_025148635.1	H_pass	pair_0119	pass	100.0	2.0	0.0	0.0	Bacteroidota	8.104686200000003	-0.6892734	10.043248200000003	5.1151523999999995	10	magicc_v5
RS_GCF_025200905.1	H_pass	pair_0190	pass	100.0	0.3	0.0	0.0	Pseudomonadota	0.0006458000000016284	-3.6804458999999974	5.921484400000003	7.347759499999995	10	magicc_v5
RS_GCF_025558485.1	H_fail	pair_0161	moderate	90.97	0.29	7.030000000000001	0.0	Bdellovibrionota	0.39817529999999907	-7.385395296000001	7.3102295	12.631302896000003	10	magicc_v5
RS_GCF_025905525.1	H_pass	pair_0165	pass	99.72	0.48	0.0	0.0	Spirochaetota	2.8099793000000006	-4.282332370000001	3.7163555	5.712037570000001	10	magicc_v5
RS_GCF_026062495.1	H_fail	pair_0162	mild	100.0	3.5	0.0	1.5	Actinomycetota	6.471836100000002	8.759391099999998	7.636164100000002	8.759391099999998	10	magicc_v5
RS_GCF_026639235.1	H_fail	pair_0163	mild	100.0	2.22	0.0	0.2200000000000002	Pseudomonadota	5.325316399999999	-1.5151624999999984	6.727936400000002	4.0239018999999985	10	magicc_v5
RS_GCF_027285985.1	H_fail	pair_0164	mild	97.91	0.26	0.09000000000000341	0.0	Spirochaetota	-1.1265255000000032	-6.432238667999999	5.212828700000001	6.851214707999999	10	magicc_v5
RS_GCF_027286205.1	H_fail	pair_0165	mild	97.99	0.12	0.010000000000005116	0.0	Spirochaetota	2.705799900000001	-7.565363780000001	4.602888900000001	7.700131380000002	10	magicc_v5
RS_GCF_027474845.2	H_fail	pair_0166	mild	97.57	0.07	0.4300000000000068	0.0	Bacteroidota	0.49318039999999924	-9.69462292	5.300169199999997	10.661019719999999	10	magicc_v5
RS_GCF_027942255.1	H_pass	pair_0070	pass	100.0	0.21	0.0	0.0	Bacillota	-1.2599796000000005	-3.416513430000001	2.7894308000000003	3.939328630000001	10	magicc_v5
RS_GCF_028743755.1	H_fail	pair_0167	moderate	100.0	4.28	0.0	2.2800000000000002	Pseudomonadota	6.508586500000002	-1.0718154000000015	6.990766500000001	6.290271399999997	10	magicc_v5
RS_GCF_028884855.1	H_pass	pair_0073	pass	100.0	0.36	0.0	0.0	Bacillota	0.03256119999999783	-2.299607085000002	1.9983096000000018	5.570059285000001	10	magicc_v5
RS_GCF_029225785.1	H_pass	pair_0160	pass	99.51	1.36	0.0	0.0	Halobacteriota	-2.111318499999998	-4.990560499999998	4.187761299999999	6.3102462999999975	10	magicc_v5
RS_GCF_029674645.1	H_pass	pair_0105	pass	100.0	0.47	0.0	0.0	Pseudomonadota	7.072514800000002	0.43406060000000046	7.072514800000002	3.2272976	10	magicc_v5
RS_GCF_029714165.1	H_pass	pair_0009	pass	100.0	0.2	0.0	0.0	Pseudomonadota	7.7657106	-3.6612433	7.862035799999998	4.0039137	10	magicc_v5
RS_GCF_029854295.1	H_pass	pair_0184	pass	99.92	0.68	0.0	0.0	Bacillota	6.328527299999999	-1.155860300000002	6.523474099999999	5.371875900000001	10	magicc_v5
RS_GCF_029909475.1	H_fail	pair_0168	moderate	100.0	5.03	0.0	3.0300000000000002	Pseudomonadota	2.5181820999999998	-4.427873399999999	2.7313303000000007	4.427873399999999	10	magicc_v5
RS_GCF_030038915.1	H_pass	pair_0167	pass	100.0	1.06	0.0	0.0	Pseudomonadota	1.5732802999999982	-1.9824846000000005	2.5299332999999984	3.831667999999998	10	magicc_v5
RS_GCF_030064045.1	H_pass	pair_0061	pass	100.0	0.56	0.0	0.0	Bacillota	2.787570000000001	-2.5506349999999993	4.1504628000000015	5.033028200000001	10	magicc_v5
RS_GCF_030123245.1	H_pass	pair_0139	pass	100.0	1.15	0.0	0.0	Bacillota	6.056145899999996	1.4449345999999987	7.055050699999998	5.1449572	10	magicc_v5
RS_GCF_030271855.1	H_pass	pair_0016	pass	100.0	0.65	0.0	0.0	Pseudomonadota	5.670610000000003	0.3678851619999993	5.670610000000003	1.4544331779999997	10	magicc_v5
RS_GCF_030291635.1	H_fail	pair_0169	mild	100.0	2.25	0.0	0.25	Pseudomonadota	8.4649233	-5.490803906999999	8.838838900000002	6.937783306999999	10	magicc_v5
RS_GCF_030295805.1	H_pass	pair_0041	pass	100.0	0.21	0.0	0.0	Bacillota	4.965199800000001	-6.001274200000003	5.1006278	6.184489400000002	10	magicc_v5
RS_GCF_030296715.1	H_fail	pair_0170	moderate	94.02	3.29	3.980000000000004	1.29	Methanobacteriota	5.529618300000001	1.5855536499999998	11.2549495	6.32487525	10	magicc_v5
RS_GCF_030406775.1	H_fail	pair_0171	mild	96.09	0.11	1.9099999999999966	0.0	Bacillota	-2.578044200000002	-6.7179825	7.140480800000001	10.7333339	10	magicc_v5
RS_GCF_030413615.1	H_pass	pair_0132	pass	100.0	0.69	0.0	0.0	Bacillota	2.8579857000000004	-0.24008139999999933	2.9598877000000003	6.2934532	10	magicc_v5
RS_GCF_030518775.1	H_fail	pair_0172	mild	100.0	2.14	0.0	0.14000000000000012	Pseudomonadota	4.611254499999999	-2.037234299999998	6.323772700000002	3.3231268999999974	10	magicc_v5
RS_GCF_030520125.1	H_pass	pair_0122	pass	100.0	0.31	0.0	0.0	Pseudomonadota	-1.9546464999999962	-6.924982449999997	7.929044700000003	7.427891249999997	10	magicc_v5
RS_GCF_030534135.1	H_pass	pair_0192	pass	100.0	0.37	0.0	0.0	Bacillota	1.5424985999999983	-2.8535831000000007	2.458120000000003	3.1840213	10	magicc_v5
RS_GCF_030585505.1	H_pass	pair_0107	pass	100.0	1.34	0.0	0.0	Bacillota	8.185405799999995	-0.16063175999999774	8.413482799999997	5.073227159999998	10	magicc_v5
RS_GCF_030717405.1	H_pass	pair_0137	pass	100.0	0.77	0.0	0.0	Pseudomonadota	5.776508300000001	2.4112577	5.776508300000001	4.102988299999998	10	magicc_v5
RS_GCF_030758655.1	H_pass	pair_0154	pass	100.0	0.45	0.0	0.0	Pseudomonadota	2.3390096999999983	3.178843900000001	4.711214299999999	5.751292100000002	10	magicc_v5
RS_GCF_030762805.1	H_fail	pair_0173	mild	97.29	0.26	0.7099999999999937	0.0	Bacillota	-13.835469999999997	-14.151499920000001	13.835469999999997	15.01098472	10	magicc_v5
RS_GCF_030931015.1	H_fail	pair_0174	moderate	95.93	2.14	2.069999999999993	0.14000000000000012	Pseudomonadota	5.367494300000002	-5.691850090000001	7.3521553000000015	9.405904890000002	10	magicc_v5
RS_GCF_031202285.1	H_fail	pair_0175	moderate	99.99	6.13	0.0	4.13	Bacillota	11.383913699999999	4.301817000000002	11.383913699999999	6.305089600000001	10	magicc_v5
RS_GCF_031326225.1	H_pass	pair_0010	pass	99.96	0.11	0.0	0.0	Pseudomonadota	1.7804430999999994	16.8155643	9.687989100000005	16.8155643	10	magicc_v5
RS_GCF_032084765.1	H_fail	pair_0176	mild	96.56	0.24	1.4399999999999977	0.0	Bacillota	3.5615229999999998	6.289825099999999	4.844182999999996	8.627102299999999	10	magicc_v5
RS_GCF_032278865.1	H_pass	pair_0106	pass	99.92	0.69	0.0	0.0	Pseudomonadota	6.7071878	-0.04662995000000016	7.3616318000000005	3.8213812500000017	10	magicc_v5
RS_GCF_032878895.1	H_fail	pair_0177	mild	99.99	2.02	0.0	0.020000000000000018	Bacteroidota	4.758743400000001	-2.1102934	8.3898326	7.5537706	10	magicc_v5
RS_GCF_033096465.1	H_pass	pair_0149	pass	99.98	0.78	0.0	0.0	Bacillota	1.3887592999999996	-1.5790662880000006	2.980735700000004	2.4451638880000015	10	magicc_v5
RS_GCF_033100135.1	H_fail	pair_0178	mild	97.48	0.21	0.519999999999996	0.0	Verrucomicrobiota	-3.7314939000000003	6.3713342000000015	6.920023499999999	9.313233199999999	10	magicc_v5
RS_GCF_033130085.1	H_pass	pair_0158	pass	100.0	1.41	0.0	0.0	Bacillota	3.1402277999999995	-3.0777002000000016	3.7340206000000022	3.897882	10	magicc_v5
RS_GCF_033189955.1	H_pass	pair_0168	pass	100.0	0.09	0.0	0.0	Pseudomonadota	1.9185163000000016	-4.939960666	2.979962500000002	4.939960666	10	magicc_v5
RS_GCF_033304595.1	H_pass	pair_0171	pass	99.8	0.09	0.0	0.0	Bacillota	-0.8723611999999982	-13.331272199999997	3.399264	13.331272199999997	10	magicc_v5
RS_GCF_034130585.1	H_fail	pair_0179	mild	100.0	2.27	0.0	0.27	Pseudomonadota	0.1647024000000002	-2.19631231	2.0529268000000003	3.19151251	10	magicc_v5
RS_GCF_034491365.1	H_pass	pair_0092	pass	100.0	0.12	0.0	0.0	Pseudomonadota	5.4557573	-5.2919646	5.4557573	5.7035158	10	magicc_v5
RS_GCF_034555395.1	H_pass	pair_0042	pass	100.0	0.27	0.0	0.0	Pseudomonadota	2.1368178999999983	-2.8247708000000014	6.183774699999999	5.373953000000002	10	magicc_v5
RS_GCF_035918055.1	H_pass	pair_0182	pass	99.96	1.69	0.0	0.0	Actinomycetota	7.905604700000003	7.810843400000001	10.039894100000001	7.810843400000001	10	magicc_v5
RS_GCF_035918295.1	H_fail	pair_0180	moderate	100.0	5.46	0.0	3.46	Actinomycetota	-5.290349799999998	5.254986780000001	8.0936252	6.184811379999998	10	magicc_v5
RS_GCF_035991205.1	H_fail	pair_0181	mild	100.0	2.08	0.0	0.08000000000000007	Actinomycetota	9.572460000000001	5.0304259899999995	9.572460000000001	5.40230793	10	magicc_v5
RS_GCF_036035005.1	H_pass	pair_0181	pass	100.0	1.7	0.0	0.0	Actinomycetota	4.7201176999999985	4.558338600000001	5.9940660999999995	5.743221800000001	10	magicc_v5
RS_GCF_036248315.1	H_fail	pair_0182	moderate	100.0	4.32	0.0	2.3200000000000003	Actinomycetota	10.282776299999998	7.213456929999998	10.282776299999998	7.213456929999998	10	magicc_v5
RS_GCF_036250655.1	H_pass	pair_0189	pass	99.68	0.44	0.0	0.0	Spirochaetota	-1.6790020999999975	1.0725466999999993	6.781593500000002	7.170874099999999	10	magicc_v5
RS_GCF_036884255.1	H_pass	pair_0120	pass	100.0	0.0	0.0	0.0	Bacillota	4.908774699999998	-2.3960222000000004	7.6535348999999995	5.399796599999999	10	magicc_v5
RS_GCF_037043395.1	H_pass	pair_0074	pass	99.87	0.19	0.0	0.0	Pseudomonadota	-0.5851220000000013	-0.5106847999999996	6.208207600000003	4.998725400000001	10	magicc_v5
RS_GCF_037099735.1	H_pass	pair_0169	pass	100.0	0.24	0.0	0.0	Pseudomonadota	3.583397199999999	-0.9522358369999984	4.469966799999997	2.546823517	10	magicc_v5
RS_GCF_037746055.1	H_pass	pair_0056	pass	100.0	0.51	0.0	0.0	Pseudomonadota	4.066924800000002	-1.3487735019999998	5.297044800000001	2.1765763020000004	10	magicc_v5
RS_GCF_037780985.1	H_pass	pair_0078	pass	100.0	0.12	0.0	0.0	Pseudomonadota	5.275852200000001	-4.061911299999997	5.275852200000001	4.164621099999996	10	magicc_v5
RS_GCF_038048995.1	H_pass	pair_0069	pass	100.0	0.46	0.0	0.0	Bacillota	1.3685491999999981	-3.4072713499999994	2.7596907999999956	4.116062049999998	10	magicc_v5
RS_GCF_038095645.1	H_fail	pair_0183	moderate	95.61	0.16	2.3900000000000006	0.0	Bacillota	6.832027999999997	1.8386695000000013	7.2970707999999975	4.2611491	10	magicc_v5
RS_GCF_038095715.1	H_fail	pair_0184	mild	96.14	0.16	1.8599999999999994	0.0	Bacillota	10.4600148	0.3839053000000012	10.6466138	5.1289897	10	magicc_v5
RS_GCF_038095875.1	H_fail	pair_0185	mild	96.17	0.65	1.8299999999999983	0.0	Bacillota	6.237970999999997	-4.467869739999999	6.439259399999999	4.57162454	10	magicc_v5
RS_GCF_038095885.1	H_fail	pair_0186	mild	96.49	0.2	1.5100000000000051	0.0	Bacillota	7.355441099999998	-0.6047751500000004	7.488300899999999	5.820485349999999	10	magicc_v5
RS_GCF_038096035.1	H_fail	pair_0187	mild	96.19	0.26	1.8100000000000023	0.0	Bacillota	10.142231099999997	1.5292572000000006	10.333793299999998	6.2604251999999985	10	magicc_v5
RS_GCF_038096075.2	H_pass	pair_0046	pass	100.0	0.34	0.0	0.0	Actinomycetota	2.5479094999999985	-3.9381195000000004	4.074322899999997	3.9381195000000004	10	magicc_v5
RS_GCF_038260915.1	H_pass	pair_0020	pass	99.9	0.08	0.0	0.0	Bacteroidota	-1.7041117000000015	-5.61536248	3.905227099999999	5.88575168	10	magicc_v5
RS_GCF_038420605.1	H_pass	pair_0085	pass	99.98	0.09	0.0	0.0	Pseudomonadota	4.987932700000003	2.4322055000000016	5.239705900000002	3.3457819000000013	10	magicc_v5
RS_GCF_038441155.1	H_pass	pair_0144	pass	100.0	1.89	0.0	0.0	Bacillota	2.589271699999999	-0.6384312919999976	3.702528500000001	2.552378108000002	10	magicc_v5
RS_GCF_038443385.1	H_pass	pair_0123	pass	99.99	1.94	0.0	0.0	Planctomycetota	18.384272099999997	18.886883	18.5038243	18.886883	10	magicc_v5
RS_GCF_039727125.1	H_fail	pair_0188	severe	85.45	3.94	12.549999999999997	1.94	Actinomycetota	-2.2631212000000014	-4.4087729	4.888368800000001	5.052725699999999	10	magicc_v5
RS_GCF_039954945.1	H_pass	pair_0082	pass	99.99	0.33	0.0	0.0	Bacillota	7.419659000000001	-2.4936870000000018	8.756323	4.622541200000001	10	magicc_v5
RS_GCF_040437135.1	H_pass	pair_0055	pass	100.0	0.04	0.0	0.0	Pseudomonadota	0.773703200000002	-6.53654023	2.4745564000000035	6.53654023	10	magicc_v5
RS_GCF_040790775.1	H_fail	pair_0189	mild	97.44	0.36	0.5600000000000023	0.0	Spirochaetota	3.533359800000001	-3.537401799999999	7.3086078	5.651887200000002	10	magicc_v5
RS_GCF_040931755.1	H_pass	pair_0063	pass	100.0	1.53	0.0	0.0	Bacillota	3.5465615	-1.9085638899999986	4.192106499999999	2.8403678899999987	10	magicc_v5
RS_GCF_040939785.1	H_fail	pair_0190	mild	96.81	0.67	1.1899999999999977	0.0	Pseudomonadota	-0.3207946999999997	-7.9803567000000015	3.6548370999999995	8.6125843	10	magicc_v5
RS_GCF_041221345.1	H_pass	pair_0198	pass	100.0	0.15	0.0	0.0	Pseudomonadota	4.951948	-1.218196300000002	5.087805400000002	3.3051306999999985	10	magicc_v5
RS_GCF_041320175.1	H_pass	pair_0013	pass	100.0	0.28	0.0	0.0	Pseudomonadota	3.5082416000000016	-2.6681586000000004	5.460689199999999	5.137571600000001	10	magicc_v5
RS_GCF_041428605.1	H_pass	pair_0191	pass	99.97	1.53	0.0	0.0	Bacillota	10.466983600000002	7.547537200000001	12.903282000000004	9.377802200000001	10	magicc_v5
RS_GCF_041428895.1	H_fail	pair_0191	severe	100.0	12.26	0.0	10.26	Bacillota	18.924356699999997	26.122468199999997	18.924356699999997	26.122468199999997	10	magicc_v5
RS_GCF_041764945.1	H_pass	pair_0053	pass	99.99	0.7	0.0	0.0	Bacillota	3.0745155000000004	-5.463371169999999	3.7486667000000033	6.27143997	10	magicc_v5
RS_GCF_900092475.1	H_pass	pair_0108	pass	100.0	1.77	0.0	0.0	Bacillota	2.2171605000000008	-1.226331600000001	3.8701374999999993	1.7842370000000023	10	magicc_v5
RS_GCF_900324205.1	H_fail	pair_0192	mild	100.0	2.33	0.0	0.33000000000000007	Bacillota	2.5126905000000015	-0.8653541999999999	2.9283926999999985	2.8790717999999957	10	magicc_v5
RS_GCF_900476125.1	H_pass	pair_0114	pass	99.81	0.68	0.0	0.0	Bacillota	1.7176368999999965	-7.735338910000001	3.9496693000000023	7.735338910000001	10	magicc_v5
RS_GCF_900636535.1	H_fail	pair_0193	mild	100.0	2.02	0.0	0.020000000000000018	Bacteroidota	9.6683392	5.846819599999998	9.6900318	5.846819599999998	10	magicc_v5
RS_GCF_900637925.1	H_fail	pair_0194	moderate	100.0	4.7	0.0	2.7	Actinomycetota	-0.2777177000000002	-4.717240170000002	4.480321900000002	5.71237203	10	magicc_v5
RS_GCF_900639395.1	H_fail	pair_0195	mild	100.0	3.4	0.0	1.4	Bacillota	4.166428899999997	-0.6627719700000009	4.446295099999998	2.754750570000001	10	magicc_v5
RS_GCF_900660505.1	H_pass	pair_0176	pass	98.47	0.14	0.0	0.0	Bacillota	7.830124499999999	4.0544132	7.934159500000002	6.129949	10	magicc_v5
RS_GCF_900660565.1	H_pass	pair_0185	pass	99.28	1.15	0.0	0.0	Bacillota	5.448328400000001	-1.66940067	5.806757	4.11528747	10	magicc_v5
RS_GCF_943169635.2	H_fail	pair_0196	moderate	95.54	0.43	2.4599999999999937	0.0	Bacillota	-2.260354499999997	-3.1220398999999994	7.617223099999999	8.116091899999999	10	magicc_v5
RS_GCF_949793775.1	H_pass	pair_0054	pass	100.0	0.27	0.0	0.0	Bacillota	4.5803042000000005	-5.614611200000002	4.639253199999999	6.586550200000003	10	magicc_v5
RS_GCF_963556575.1	H_pass	pair_0097	pass	100.0	0.29	0.0	0.0	Actinomycetota	2.9096227999999997	-4.2174862550000025	3.0349896000000003	4.322421655000001	10	magicc_v5
RS_GCF_963668235.1	H_fail	pair_0197	mild	97.65	3.78	0.3499999999999943	1.7799999999999998	Spirochaetota	-2.060808599999999	-7.3944726	8.024085399999999	13.2331094	10	magicc_v5
RS_GCF_963692985.1	H_pass	pair_0166	pass	100.0	0.07	0.0	0.0	Bacteroidota	9.025879800000002	-6.43137706	9.717378000000002	7.61442094	10	magicc_v5
RS_GCF_963854595.1	H_fail	pair_0198	mild	100.0	2.64	0.0	0.6400000000000001	Pseudomonadota	4.7699601000000005	-3.0919016	4.958636100000001	3.4560838000000005	10	magicc_v5
RS_GCF_964065165.1	H_fail	pair_0199	mild	100.0	2.2	0.0	0.20000000000000018	Bacillota	4.669156399999999	-0.41406582999999964	5.6380568	5.35078073	10	magicc_v5
GB_GCA_000272795.2	H_fail	pair_0000	moderate	91.89	1.61	6.109999999999999	0.0	Pseudomonadota	10.163873399999996	-5.858276399999999	13.004261200000002	11.323496000000002	10	checkm2
GB_GCA_000389905.1	H_fail	pair_0001	severe	85.98	4.38	12.019999999999996	2.38	Actinomycetota	15.389722699999998	-18.8692972	15.409722699999998	23.616279799999997	10	checkm2
GB_GCA_000389925.1	H_fail	pair_0002	severe	84.94	7.32	13.060000000000002	5.32	Actinomycetota	2.2178756	-12.5854714	8.465189600000002	15.8016732	10	checkm2
GB_GCA_000599545.1	H_pass	pair_0017	pass	100.0	0.98	0.0	0.0	Actinomycetota	16.325716899999996	6.8677183	16.325716899999996	11.6895965	10	checkm2
GB_GCA_000599965.1	H_pass	pair_0089	pass	99.99	0.17	0.0	0.0	Bacillota	2.9858496999999993	-33.1879566	3.3461003	33.1879566	10	checkm2
GB_GCA_000774075.2	H_fail	pair_0003	severe	85.08	0.38	12.920000000000002	0.0	Bacillota	9.708602800000005	-16.5908382	11.4473762	16.8118068	10	checkm2
GB_GCA_001274575.1	H_pass	pair_0134	pass	100.0	0.28	0.0	0.0	Bacillota	14.813120700000002	-18.9231749	14.813120700000002	18.9794463	10	checkm2
GB_GCA_001554095.1	H_fail	pair_0004	moderate	94.34	3.64	3.6599999999999966	1.6400000000000001	Bacillota	-8.325176000000003	-36.6874102	8.661962200000001	36.6874102	10	checkm2
GB_GCA_001767375.1	H_pass	pair_0087	pass	99.99	0.0	0.0	0.0	Actinomycetota	21.388439299999998	1.4660505999999978	21.388439299999998	9.051700399999998	10	checkm2
GB_GCA_001816225.4	H_fail	pair_0005	moderate	94.2	3.55	3.799999999999997	1.5499999999999998	Bacteroidota	14.911170899999998	-10.075764499999998	15.798206499999997	13.345910299999996	10	checkm2
GB_GCA_001886995.1	H_fail	pair_0006	mild	100.0	2.01	0.0	0.009999999999999787	Pseudomonadota	16.5719853	-14.6286853	16.5719853	14.6286853	10	checkm2
GB_GCA_002117375.1	H_pass	pair_0199	pass	99.81	0.75	0.0	0.0	Bacillota	7.7907893999999995	-32.8249916	8.9109228	32.8249916	10	checkm2
GB_GCA_002163795.1	H_fail	pair_0007	severe	72.51	0.03	25.489999999999995	0.0	Pseudomonadota	5.4130386	-38.5953375	12.763614400000002	38.5953375	10	checkm2
GB_GCA_002844335.1	H_pass	pair_0156	pass	99.91	0.45	0.0	0.0	Halobacteriota	9.681513800000001	-28.922301700000002	9.7066786	28.922301700000002	10	checkm2
GB_GCA_003019195.1	H_fail	pair_0008	mild	96.7	2.15	1.2999999999999972	0.1499999999999999	Pseudomonadota	21.1847852	-1.9823391999999997	21.252758	12.0189828	10	checkm2
GB_GCA_003047085.1	H_pass	pair_0057	pass	100.0	0.02	0.0	0.0	Pseudomonadota	19.0015888	-1.0728875000000015	19.0015888	12.166042899999999	10	checkm2
GB_GCA_003071285.1	H_pass	pair_0179	pass	100.0	1.1	0.0	0.0	Pseudomonadota	22.065050000000003	-6.437427	22.065050000000003	7.2862962	10	checkm2
GB_GCA_003359255.2	H_fail	pair_0009	mild	96.23	1.84	1.769999999999996	0.0	Pseudomonadota	17.222245799999996	-18.835614900000003	17.4225152	18.835614900000003	10	checkm2
GB_GCA_003970805.2	H_fail	pair_0010	mild	97.39	0.74	0.6099999999999994	0.0	Pseudomonadota	13.2297213	-24.9509977	13.2297213	24.9509977	10	checkm2
GB_GCA_003999465.1	H_fail	pair_0011	severe	82.99	0.68	15.010000000000005	0.0	Pseudomonadota	12.523141899999999	-21.249727	13.6696313	21.249727	10	checkm2
GB_GCA_006088835.1	H_pass	pair_0058	pass	100.0	0.38	0.0	0.0	Bacillota	9.962217	-34.320909799999995	10.024217000000002	34.3661894	10	checkm2
GB_GCA_007998065.1	H_fail	pair_0012	moderate	91.38	5.23	6.6200000000000045	3.2300000000000004	Pseudomonadota	13.436036199999998	-5.9464369	13.436036199999998	12.5246121	10	checkm2
GB_GCA_007998105.1	H_fail	pair_0013	severe	83.28	5.83	14.719999999999999	3.83	Pseudomonadota	16.895106699999996	-10.687995400000002	16.895106699999996	12.405610400000002	10	checkm2
GB_GCA_009664105.1	H_fail	pair_0014	severe	65.13	1.81	32.870000000000005	0.0	Pseudomonadota	3.535538499999999	-21.525881500000004	12.7169245	22.1103621	10	checkm2
GB_GCA_010694505.1	H_fail	pair_0015	moderate	95.75	2.3	2.25	0.2999999999999998	Pseudomonadota	19.743656799999997	-5.098925699999998	19.743656799999997	12.7596217	10	checkm2
GB_GCA_011765405.1	H_fail	pair_0016	moderate	94.99	2.75	3.010000000000005	0.75	Pseudomonadota	13.955894800000001	-9.305415799999999	13.955894800000001	12.561715799999998	10	checkm2
GB_GCA_012971805.2	H_fail	pair_0017	moderate	100.0	5.26	0.0	3.26	Actinomycetota	25.3327077	11.207478900000002	25.3327077	13.0698397	10	checkm2
GB_GCA_013127575.1	H_fail	pair_0018	severe	63.72	1.4	34.28	0.0	Pseudomonadota	2.806425	-15.908634400000002	13.552199400000001	17.032678	10	checkm2
GB_GCA_013315855.1	H_fail	pair_0019	mild	99.45	3.59	0.0	1.5899999999999999	Pseudomonadota	22.6366665	-9.581234	22.6366665	9.581234	10	checkm2
GB_GCA_014251975.1	H_fail	pair_0020	moderate	94.35	1.0	3.6500000000000057	0.0	Bacteroidota	-7.205807199999998	-28.573996200000003	7.205807199999998	28.573996200000003	10	checkm2
GB_GCA_015172915.1	H_fail	pair_0021	severe	89.01	4.3	8.989999999999995	2.3	Pseudomonadota	15.360090100000003	-10.0972159	16.150271300000004	15.0314237	10	checkm2
GB_GCA_015356075.1	H_fail	pair_0022	moderate	91.6	5.13	6.400000000000006	3.13	Pseudomonadota	14.7906407	-20.829718899999996	16.0556011	21.041889299999998	10	checkm2
GB_GCA_015356095.1	H_pass	pair_0118	pass	98.38	1.01	0.0	0.0	Bacillota	10.927051200000003	-32.940781900000005	11.403876400000001	32.940781900000005	10	checkm2
GB_GCA_015832325.1	H_fail	pair_0023	severe	83.04	5.92	14.959999999999994	3.92	Pseudomonadota	1.3976984999999993	-7.1134507	10.7306111	9.504804700000001	10	checkm2
GB_GCA_017068215.1	H_fail	pair_0024	mild	96.12	2.29	1.8799999999999955	0.29000000000000004	Bacillota	11.563592100000001	-24.6540989	11.657055300000001	24.6540989	10	checkm2
GB_GCA_017088185.1	H_fail	pair_0025	moderate	94.08	1.99	3.9200000000000017	0.0	Bacillota	4.675444599999999	-24.578430200000003	7.9308532	24.656973400000002	10	checkm2
GB_GCA_018388625.1	H_fail	pair_0026	severe	84.39	2.38	13.61	0.3799999999999999	Actinomycetota	16.8680764	-13.6859938	20.129127400000005	14.699412	10	checkm2
GB_GCA_019222725.1	H_pass	pair_0093	pass	100.0	1.47	0.0	0.0	Pseudomonadota	18.8545471	-16.6960448	18.8545471	16.6960448	10	checkm2
GB_GCA_019551375.1	H_pass	pair_0059	pass	100.0	0.08	0.0	0.0	Bacillota	8.375164899999998	-24.936595500000003	8.447288899999997	24.936595500000003	10	checkm2
GB_GCA_021401425.1	H_pass	pair_0084	pass	100.0	0.04	0.0	0.0	Bacillota	19.179516899999996	-23.333753899999998	19.179516899999996	23.8898557	10	checkm2
GB_GCA_023158875.1	H_fail	pair_0027	moderate	91.6	2.22	6.400000000000006	0.2200000000000002	Spirochaetota	12.555998800000003	-28.639475499999996	14.983687400000003	29.3349799	10	checkm2
GB_GCA_023612635.1	H_fail	pair_0028	mild	99.97	3.45	0.0	1.4500000000000002	Pseudomonadota	17.3962805	-14.012436500000002	17.3962805	17.6607467	10	checkm2
GB_GCA_024138735.1	H_fail	pair_0029	severe	83.01	2.15	14.989999999999995	0.1499999999999999	Deinococcota	6.049394	-32.9877185	7.823393999999999	32.9877185	10	checkm2
