genome_name	pred_completeness	pred_contamination
genome_936	66.3360	59.6351
genome_937	85.5241	0.8829
genome_938	99.0989	70.9451
genome_939	79.7637	67.7907
genome_94	99.8472	4.6302
genome_940	77.3783	54.4427
genome_941	68.9390	51.4022
genome_942	61.3819	0.0253
genome_943	64.5297	3.5037
genome_944	81.6046	10.1864
genome_945	98.4414	45.3714
genome_946	99.2476	19.0234
genome_947	80.3760	70.4618
genome_948	65.4625	19.1225
genome_949	94.0602	38.7741
genome_95	70.8899	57.5901
genome_950	53.1031	5.7403
genome_951	69.1194	0.3298
genome_952	73.1368	0.1054
genome_953	76.6382	8.0614
genome_954	76.8160	37.4048
genome_955	52.1711	31.3828
genome_956	74.6571	0.4071
genome_957	99.7667	21.3416
genome_958	75.4412	39.4490
genome_959	90.9306	72.9345
genome_96	68.3605	0.7937
genome_960	83.0385	55.6971
genome_961	80.0218	68.6861
genome_962	98.9971	61.2567
genome_963	74.5621	51.6750
genome_964	99.7900	28.1086
genome_965	80.2652	56.8784
genome_966	91.7388	88.0425
genome_967	99.9542	1.1004
genome_968	67.0402	54.8637
genome_969	99.6657	11.5880
genome_97	57.4522	36.5960
genome_970	66.5418	32.3206
genome_971	87.9404	41.6731
genome_972	99.0726	55.7053
genome_973	86.4022	68.5714
genome_974	69.1886	40.6208
genome_975	85.9994	22.2032
genome_976	79.5466	75.3027
genome_977	55.1104	45.2021
genome_978	63.6506	32.9458
genome_979	78.5729	29.4776
genome_98	83.7439	60.3961
genome_980	99.9572	91.9876
genome_981	97.6985	81.8773
genome_982	75.1272	63.9102
genome_983	74.5703	60.6908
genome_984	82.1884	57.6031
genome_985	95.5717	77.1958
genome_986	98.6672	12.0502
genome_987	92.5122	70.3593
genome_988	99.9189	0.9598
genome_989	52.0591	35.8749
genome_99	87.5239	0.3859
genome_990	79.7532	61.7638
genome_991	74.2130	49.3462
genome_992	66.6941	0.4829
genome_993	61.5511	16.2155
genome_994	97.7806	63.8694
genome_995	57.5781	0.5953
genome_996	87.7078	49.9422
genome_997	99.9253	1.9106
genome_998	89.7348	54.2946
genome_999	91.9802	0.1667
